,price,model_year,manufacturer,model,date_posted,days_listed,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,age
50749,17995,2012,ford,f-250 sd,2018-05-15,44,excellent,8.0,gas,77324,automatic,truck,white,1.0,12
50756,9495,2012,jeep,liberty,2018-07-11,37,good,6.0,gas,110809,automatic,SUV,other,1.0,12
50759,5995,2007,toyota,rav4,2019-04-06,36,good,4.0,gas,106000,automatic,SUV,custom,1.0,17
50760,5900,2008,honda,cr-v,2019-01-08,24,good,4.0,gas,160000,automatic,SUV,blue,1.0,16
50763,9950,2012,jeep,grand cherokee,2018-11-29,47,excellent,6.0,gas,110000,automatic,SUV,silver,1.0,12
50767,9450,2008,chevrolet,tahoe,2019-03-04,50,good,8.0,gas,136000,automatic,wagon,blue,1.0,16
50773,10995,2011,toyota,tacoma,2018-06-20,48,good,4.0,gas,161000,automatic,truck,red,1.0,13
50778,8995,2013,subaru,forester,2018-12-06,26,good,4.0,gas,64300,manual,SUV,custom,1.0,11
50782,33995,2014,jeep,grand cherokee,2018-06-12,22,good,8.0,gas,90753,automatic,SUV,grey,1.0,10
50783,1850,1998,subaru,forester,2019-02-18,45,excellent,4.0,gas,157100,automatic,wagon,black,1.0,26
50784,26995,2015,gmc,sierra 1500,2018-12-21,64,excellent,8.0,gas,24000,automatic,truck,other,1.0,9
50787,4800,2004,chevrolet,silverado 2500hd,2018-06-03,14,good,8.0,gas,196000,automatic,truck,white,1.0,20
50790,23995,2012,jeep,wrangler unlimited,2018-08-12,39,good,6.0,gas,100069,automatic,SUV,white,1.0,12
50793,24495,2016,toyota,4runner,2018-10-27,95,good,6.0,gas,117494,automatic,SUV,black,1.0,8
50799,4995,2008,ford,escape,2019-01-01,48,excellent,6.0,gas,150675,automatic,SUV,silver,1.0,16
50802,3650,2008,subaru,impreza,2018-11-26,65,excellent,4.0,gas,141337,automatic,sedan,black,1.0,16
50803,11800,2012,buick,enclave,2019-02-10,71,like new,6.0,gas,105680,manual,SUV,white,1.0,12
50814,8500,2002,chevrolet,silverado 1500,2018-09-08,3,good,10.0,gas,252000,automatic,truck,custom,1.0,22
50821,6950,2005,chevrolet,silverado 1500,2018-06-19,72,good,8.0,gas,108000,automatic,pickup,silver,1.0,19
50825,3000,1994,dodge,dakota,2018-08-05,76,fair,6.0,gas,143000,automatic,pickup,green,1.0,30
50826,11995,2011,gmc,yukon,2018-05-01,8,good,8.0,gas,176962,automatic,SUV,black,1.0,13
50828,6000,2001,bmw,x5,2018-05-23,52,excellent,6.0,gas,153000,other,hatchback,other,1.0,23
50829,27000,2017,chevrolet,silverado 1500,2018-08-22,31,like new,8.0,gas,34000,automatic,truck,white,1.0,7
50832,11550,2011,jeep,grand cherokee,2018-07-02,18,good,8.0,gas,126187,automatic,SUV,red,1.0,13
50833,38488,2018,ford,f250,2018-07-25,39,like new,8.0,gas,29000,automatic,truck,white,1.0,6
50835,9500,1999,toyota,tacoma,2018-11-30,23,good,5.0,gas,220000,manual,truck,other,1.0,25
50839,475,2018,gmc,sierra 1500,2018-07-10,18,like new,8.0,gas,6500,automatic,truck,black,1.0,6
50841,13995,2006,ford,f250,2018-05-01,10,like new,8.0,gas,94293,automatic,truck,grey,1.0,18
50842,2999,2004,jeep,grand cherokee,2018-09-08,40,excellent,6.0,gas,135400,automatic,SUV,silver,1.0,20
50849,11800,2008,ford,f-250 super duty,2018-06-21,11,good,8.0,gas,104470,automatic,pickup,brown,1.0,16
50857,5250,2009,subaru,forester,2018-09-23,21,excellent,4.0,gas,136000,automatic,SUV,silver,1.0,15
50861,38488,2017,chevrolet,silverado 2500hd,2019-03-25,39,excellent,8.0,gas,23500,automatic,truck,other,1.0,7
50870,12995,2008,chevrolet,silverado 1500,2018-09-04,14,excellent,8.0,gas,135699,automatic,truck,blue,1.0,16
50871,17500,2009,ford,f-250,2019-02-14,17,excellent,8.0,diesel,80000,automatic,pickup,other,1.0,15
50872,15995,2011,jeep,wrangler,2019-01-16,11,excellent,6.0,gas,118371,automatic,SUV,orange,1.0,13
50873,9500,2007,toyota,rav4,2019-03-04,13,excellent,4.0,gas,81392,automatic,SUV,silver,1.0,17
50876,3995,2006,nissan,murano,2018-12-09,20,good,6.0,gas,134721,automatic,SUV,other,1.0,18
50877,4495,2008,nissan,rogue,2018-10-07,56,good,4.0,gas,138340,automatic,wagon,white,1.0,16
50878,3995,2011,nissan,rogue,2018-06-16,23,good,4.0,gas,157000,automatic,wagon,red,1.0,13
50883,11995,2006,jeep,wrangler,2019-04-14,17,excellent,6.0,gas,136242,automatic,SUV,silver,1.0,18
50886,8500,2003,ford,f150,2018-06-07,3,excellent,8.0,gas,115932,automatic,truck,green,1.0,21
50891,29900,2014,ram,2500,2018-05-07,35,excellent,8.0,gas,42000,automatic,pickup,black,1.0,10
50898,3199,2007,chevrolet,trailblazer,2018-11-08,18,excellent,6.0,gas,192500,automatic,SUV,grey,1.0,17
50899,1800,1997,ford,f350,2018-10-25,32,fair,8.0,diesel,112000,automatic,truck,other,1.0,27
50900,13750,2005,ford,f-250 super duty,2019-03-03,83,good,8.0,diesel,170000,automatic,truck,red,1.0,19
50908,3200,2003,subaru,forester,2018-08-25,72,good,4.0,gas,186333,automatic,sedan,red,1.0,21
50912,9995,2013,subaru,outback,2019-02-15,37,excellent,4.0,gas,99577,automatic,SUV,white,1.0,11
50920,13995,2008,jeep,wrangler,2018-11-10,72,excellent,6.0,gas,53663,automatic,SUV,custom,1.0,16
50930,4900,2007,chevrolet,trailblazer,2018-08-24,15,good,6.0,gas,141858,automatic,SUV,grey,1.0,17
50931,18200,2012,ram,1500,2018-07-08,46,excellent,8.0,gas,70400,automatic,pickup,black,1.0,12
50933,5500,2002,nissan,frontier,2018-07-02,38,good,6.0,gas,129000,manual,offroad,red,1.0,22
50934,1675,2003,ford,escape,2018-06-27,35,good,6.0,gas,104000,automatic,SUV,red,1.0,21
50936,7990,2012,subaru,impreza,2018-08-14,63,excellent,4.0,gas,110000,manual,hatchback,silver,1.0,12
50937,8900,2007,gmc,yukon,2019-01-28,5,good,8.0,gas,158454,automatic,SUV,blue,1.0,17
50942,11800,2005,jeep,wrangler,2018-10-13,85,like new,6.0,gas,163731,automatic,SUV,white,1.0,19
50945,3900,2008,ford,escape,2018-07-29,109,good,4.0,gas,179778,automatic,SUV,brown,1.0,16
50948,32999,2015,ram,2500,2018-08-09,33,good,6.0,diesel,144413,automatic,truck,black,1.0,9
50950,32499,2013,ram,2500,2018-12-23,91,good,6.0,diesel,140516,automatic,truck,grey,1.0,11
50951,30999,2011,ram,2500,2018-08-03,67,good,6.0,diesel,148604,automatic,truck,black,1.0,13
50953,25499,2012,ram,2500,2019-02-04,25,good,6.0,diesel,162440,automatic,truck,white,1.0,12
50955,7000,2006,ford,f150,2018-09-05,37,excellent,8.0,gas,138000,automatic,pickup,blue,1.0,18
50956,4750,2009,ford,escape,2019-02-24,6,good,6.0,gas,156708,automatic,SUV,red,1.0,15
50959,10700,2007,chevrolet,silverado 1500,2018-05-02,89,excellent,8.0,gas,170304,automatic,truck,red,1.0,17
50964,19900,2011,gmc,yukon,2019-01-25,53,excellent,8.0,gas,82563,automatic,SUV,white,1.0,13
50965,7900,2001,jeep,wrangler,2018-08-15,44,excellent,4.0,gas,231089,manual,SUV,yellow,1.0,23
50966,9500,2010,toyota,tundra,2018-05-25,10,fair,8.0,gas,165000,automatic,truck,silver,1.0,14
50970,18900,2013,chevrolet,silverado,2018-10-09,44,excellent,8.0,gas,158353,automatic,truck,blue,1.0,11
50974,7800,1997,toyota,tacoma,2018-07-30,77,good,6.0,gas,212234,automatic,truck,white,1.0,27
50976,10495,2011,chevrolet,traverse,2018-06-25,36,excellent,6.0,gas,135000,automatic,SUV,black,1.0,13
50980,12995,2013,chevrolet,suburban,2018-11-17,29,excellent,8.0,gas,187356,automatic,SUV,silver,1.0,11
50982,25495,2017,chevrolet,silverado,2018-06-17,20,excellent,6.0,gas,89884,automatic,truck,white,1.0,7
50986,3900,2003,jeep,liberty,2019-04-15,39,good,6.0,gas,151000,automatic,SUV,red,1.0,21
50987,27995,2017,ford,f250,2018-05-10,19,excellent,8.0,gas,103366,automatic,truck,white,1.0,7
50990,5900,2010,gmc,yukon,2019-02-06,16,good,8.0,gas,232760,automatic,SUV,red,1.0,14
50993,2200,1999,ford,f-150,2018-12-08,71,fair,4.0,gas,296000,manual,truck,blue,1.0,25
50998,14999,2012,ford,explorer,2018-07-02,24,excellent,6.0,gas,143856,automatic,SUV,white,1.0,12
51000,14995,2012,chevrolet,silverado 1500,2018-09-04,10,good,8.0,gas,114587,automatic,truck,grey,1.0,12
51001,13889,2005,gmc,sierra 2500hd,2019-04-04,28,good,8.0,gas,95914,automatic,truck,custom,1.0,19
51003,4500,2007,chevrolet,trailblazer,2019-03-27,54,good,6.0,gas,108000,automatic,SUV,black,1.0,17
51004,3000,1999,ford,f-250,2018-09-19,39,fair,8.0,gas,191414,automatic,pickup,red,1.0,25
51014,7000,1990,jeep,wrangler,2018-12-06,49,good,6.0,gas,131000,manual,SUV,red,1.0,34
51017,22975,2012,ram,2500,2018-12-25,43,excellent,6.0,diesel,119546,automatic,pickup,white,1.0,12
51026,2500,2014,ford,f150,2018-08-27,31,excellent,8.0,gas,114000,automatic,truck,white,1.0,10
51027,7500,2005,ram,1500,2018-08-19,62,excellent,8.0,gas,171000,automatic,truck,silver,1.0,19
51032,14500,2005,ford,f350,2019-03-21,36,excellent,8.0,gas,136485,automatic,truck,other,1.0,19
51034,14950,2013,chevrolet,silverado 1500,2018-12-02,13,excellent,8.0,gas,140303,automatic,truck,white,1.0,11
51035,19300,2014,ford,f350,2018-10-29,15,excellent,8.0,gas,204293,automatic,truck,white,1.0,10
51036,8500,2013,subaru,impreza,2018-07-29,28,excellent,4.0,gas,43000,automatic,sedan,blue,1.0,11
51063,5500,1990,gmc,sierra 1500,2018-07-13,21,fair,8.0,gas,312000,automatic,truck,blue,1.0,34
51065,10874,2012,ford,expedition,2018-07-12,40,good,8.0,gas,122110,automatic,SUV,black,1.0,12
51066,14995,2014,chevrolet,silverado,2019-02-27,56,like new,6.0,gas,174240,automatic,truck,white,1.0,10
51067,7495,2007,jeep,grand cherokee,2018-11-12,24,like new,6.0,gas,118730,automatic,SUV,white,1.0,17
51071,5300,2001,toyota,tundra,2019-04-08,86,good,8.0,gas,185000,automatic,pickup,purple,1.0,23
51073,19375,2014,toyota,tacoma,2018-09-18,24,good,6.0,gas,139841,automatic,truck,other,1.0,10
51074,21675,2016,ford,explorer,2018-11-13,49,good,6.0,gas,87778,automatic,SUV,silver,1.0,8
51076,17995,2011,chevrolet,silverado,2018-11-14,25,like new,8.0,gas,92038,automatic,truck,silver,1.0,13
51077,13400,2006,toyota,tundra,2018-07-23,31,excellent,8.0,gas,138200,automatic,truck,white,1.0,18
51078,3250,2001,ford,f150,2018-12-26,48,fair,8.0,gas,296000,automatic,truck,black,1.0,23
51081,19995,2010,ram,2500,2018-07-25,5,excellent,8.0,gas,98000,automatic,truck,black,1.0,14
51083,23995,2015,jeep,wrangler,2019-02-08,36,excellent,6.0,gas,81500,automatic,SUV,white,1.0,9
51085,22995,2017,chevrolet,traverse,2018-10-02,23,excellent,6.0,gas,35500,automatic,SUV,custom,1.0,7
51086,23100,2019,nissan,rogue,2019-03-16,34,excellent,4.0,gas,20800,automatic,SUV,black,1.0,5
51087,7995,2006,ford,f-150,2018-11-22,10,excellent,6.0,gas,197000,automatic,truck,black,1.0,18
51088,27704,2018,chevrolet,silverado 1500,2018-05-28,63,excellent,8.0,gas,17000,automatic,truck,silver,1.0,6
51091,9988,2011,nissan,murano,2019-02-27,20,good,6.0,gas,84841,automatic,SUV,black,1.0,13
51095,18000,2010,jeep,wrangler,2019-02-05,32,good,6.0,gas,82987,manual,SUV,other,1.0,14
51097,13488,2016,nissan,rogue,2018-05-13,52,good,4.0,gas,55189,automatic,SUV,silver,1.0,8
51099,24988,2015,toyota,tacoma,2018-07-25,80,good,6.0,gas,45506,automatic,truck,grey,1.0,9
51102,7500,2012,nissan,rogue,2018-09-20,57,excellent,4.0,gas,121339,automatic,SUV,blue,1.0,12
51106,33999,2014,ram,2500,2018-05-10,39,good,8.0,diesel,134141,automatic,truck,white,1.0,10
51108,27499,2012,ram,3500,2019-02-15,18,good,6.0,diesel,129478,automatic,truck,other,1.0,12
51109,34499,2017,ram,3500,2018-08-16,72,good,6.0,diesel,123187,automatic,truck,black,1.0,7
51116,15500,2012,ford,f-250 super duty,2018-06-26,39,excellent,8.0,diesel,176334,automatic,pickup,white,1.0,12
51119,30000,2016,ford,f-150,2018-08-24,28,excellent,8.0,gas,72418,automatic,truck,silver,1.0,8
51122,48000,2018,chevrolet,suburban,2018-09-08,109,like new,8.0,gas,15500,automatic,SUV,white,1.0,6
51126,9900,2005,gmc,sierra 2500hd,2018-11-07,42,good,8.0,diesel,284501,automatic,truck,white,1.0,19
51129,16500,2010,jeep,wrangler,2019-02-16,25,good,6.0,gas,138026,automatic,SUV,green,1.0,14
51130,13900,2015,jeep,cherokee,2019-03-28,22,good,4.0,gas,82736,automatic,SUV,white,1.0,9
51131,18100,2011,gmc,sierra 1500,2018-09-12,35,good,8.0,gas,146460,automatic,truck,red,1.0,13
51135,8900,2005,chevrolet,silverado 1500,2018-11-02,51,good,8.0,gas,205176,automatic,truck,white,1.0,19
51138,14900,2004,ram,2500,2019-04-08,18,good,6.0,diesel,273145,automatic,truck,custom,1.0,20
51140,9900,2010,ford,f-150,2018-07-10,14,like new,8.0,gas,150000,automatic,pickup,silver,1.0,14
51141,9900,2003,ford,f-250 sd,2018-09-19,73,good,8.0,diesel,291727,automatic,truck,other,1.0,21
51143,4900,2006,bmw,x5,2019-01-13,52,excellent,6.0,gas,207000,automatic,truck,white,1.0,18
51147,31990,2018,chevrolet,silverado 1500,2018-11-04,57,excellent,8.0,gas,10892,automatic,truck,silver,1.0,6
51148,35990,2016,ram,2500,2018-11-10,15,excellent,8.0,gas,73387,automatic,truck,white,1.0,8
51151,14990,2014,ford,explorer,2018-12-21,3,excellent,6.0,gas,118314,automatic,SUV,silver,1.0,10
51155,6000,2002,chevrolet,suburban,2018-05-07,15,excellent,8.0,gas,140000,automatic,SUV,other,1.0,22
51157,17878,2016,jeep,cherokee,2018-12-11,21,excellent,4.0,gas,34283,automatic,SUV,other,1.0,8
51158,24990,2016,ford,f-150,2018-06-24,40,excellent,6.0,gas,77851,automatic,truck,white,1.0,8
51159,22500,2018,nissan,frontier crew cab sv,2018-07-30,13,good,6.0,gas,24209,other,pickup,other,1.0,6
51161,34890,2016,gmc,yukon,2018-12-01,19,excellent,8.0,gas,28815,automatic,SUV,other,1.0,8
51167,17500,2013,gmc,sierra 1500,2018-11-24,10,good,8.0,gas,138012,automatic,truck,other,1.0,11
51169,30300,2017,ford,f150 supercrew cab xlt,2018-10-22,55,good,6.0,gas,30339,automatic,pickup,brown,1.0,7
51181,8797,2012,chevrolet,equinox,2018-12-25,83,excellent,6.0,gas,96697,automatic,SUV,white,1.0,12
51184,23800,2019,nissan,frontier crew cab sv,2019-01-30,42,good,6.0,gas,10899,other,pickup,silver,1.0,5
51186,24100,2013,chevrolet,silverado 1500 crew,2018-11-27,15,good,8.0,gas,55315,other,pickup,white,1.0,11
51187,32000,2013,ford,f250 super duty,2018-05-18,77,like new,8.0,diesel,107354,automatic,pickup,black,1.0,11
51193,30999,2018,toyota,4runner,2018-07-08,23,good,6.0,gas,26760,automatic,SUV,white,1.0,6
51196,12995,2006,toyota,4runner,2018-06-22,81,good,6.0,gas,130908,automatic,SUV,other,1.0,18
51198,21400,2013,ford,f150 supercrew cab xlt,2019-01-23,34,good,6.0,gas,89987,other,pickup,black,1.0,11
51199,1750,2003,chevrolet,silverado 1500,2018-11-11,88,good,8.0,gas,229139,automatic,pickup,red,1.0,21
51212,41788,2018,chevrolet,silverado 2500hd,2018-10-08,25,excellent,8.0,diesel,55621,automatic,truck,white,1.0,6
51213,5200,2003,toyota,rav4,2018-11-03,18,good,4.0,gas,118000,manual,pickup,grey,1.0,21
51217,29500,2016,ram,2500,2019-01-01,31,excellent,8.0,gas,41500,automatic,pickup,white,1.0,8
51219,22900,2014,ford,f150 supercrew cab xlt,2019-04-17,36,good,6.0,gas,73711,automatic,pickup,white,1.0,10
51220,7990,2012,subaru,impreza,2019-04-13,37,excellent,4.0,gas,110000,manual,hatchback,silver,1.0,12
51223,2000,2005,ford,f-150,2019-02-23,103,like new,8.0,gas,169000,automatic,truck,red,1.0,19
51224,17795,2008,toyota,tundra,2018-12-13,22,good,8.0,gas,53188,automatic,truck,other,1.0,16
51227,8495,2007,jeep,wrangler,2018-12-03,39,excellent,6.0,gas,135000,manual,SUV,black,1.0,17
51228,6775,2008,nissan,rogue,2019-03-24,8,like new,4.0,gas,128000,automatic,SUV,white,1.0,16
51229,17750,2014,ford,f-150,2019-03-19,29,excellent,6.0,gas,108691,automatic,truck,white,1.0,10
51230,5900,2012,subaru,impreza,2018-07-20,13,excellent,4.0,gas,102000,manual,sedan,white,1.0,12
51233,2000,2005,ford,escape,2018-09-16,35,excellent,6.0,gas,212780,automatic,SUV,silver,1.0,19
51244,16795,2011,chevrolet,silverado 1500,2018-12-17,88,like new,8.0,gas,134185,automatic,pickup,other,1.0,13
51253,1000,2002,jeep,grand cherokee laredo,2018-08-27,10,fair,6.0,gas,175000,automatic,SUV,silver,1.0,22
51258,6950,2009,ram,1500,2018-05-13,41,excellent,8.0,gas,200000,automatic,pickup,other,1.0,15
51264,28990,2018,chevrolet,silverado 1500,2018-06-05,51,excellent,8.0,gas,13156,automatic,truck,other,1.0,6
51266,2200,2005,ford,focus,2018-07-05,14,good,4.0,gas,160000,automatic,sedan,red,1.0,19
51269,5995,2009,jeep,grand cherokee,2018-07-29,23,excellent,6.0,gas,117255,automatic,SUV,white,1.0,15
51281,18500,2015,ford,explorer,2019-01-02,16,like new,6.0,gas,94000,automatic,SUV,grey,1.0,9
51283,32340,2018,ram,1500,2018-05-06,14,excellent,8.0,gas,8394,automatic,truck,white,1.0,6
51286,27500,2017,ram,1500,2018-06-14,38,like new,8.0,gas,48800,automatic,truck,grey,1.0,7
51289,7500,2012,ford,escape,2019-02-17,40,excellent,6.0,gas,217000,automatic,SUV,white,1.0,12
51291,47995,2018,ford,f-250 sd,2018-08-03,23,good,8.0,diesel,7073,automatic,truck,silver,1.0,6
51301,25500,2014,ford,f-150,2018-08-25,14,good,6.0,gas,88705,automatic,pickup,white,1.0,10
51302,15900,2012,chevrolet,colorado,2019-01-24,37,excellent,5.0,gas,55555,automatic,truck,red,1.0,12
51305,13600,2004,jeep,wrangler,2018-07-01,27,excellent,6.0,gas,119000,automatic,truck,silver,1.0,20
51306,10995,2008,jeep,wrangler unlimited,2019-04-14,39,excellent,6.0,gas,179176,automatic,SUV,silver,1.0,16
51308,3000,2007,subaru,impreza,2018-08-05,58,fair,4.0,gas,235000,manual,wagon,silver,1.0,17
51314,4500,2007,chevrolet,trailblazer,2018-11-13,7,good,6.0,gas,176700,automatic,SUV,black,1.0,17
51315,6000,1999,jeep,wrangler,2018-05-22,25,excellent,4.0,gas,104000,manual,offroad,blue,1.0,25
51328,22995,2009,gmc,sierra 2500hd,2018-06-10,37,excellent,8.0,gas,187,automatic,truck,black,1.0,15
51331,14995,2009,gmc,sierra,2019-02-25,28,excellent,8.0,gas,150,automatic,truck,blue,1.0,15
51334,10300,2003,ram,1500,2019-03-13,12,excellent,8.0,gas,78400,automatic,truck,black,1.0,21
51338,16500,2008,jeep,wrangler,2019-02-11,35,excellent,6.0,gas,106000,automatic,SUV,other,1.0,16
51341,23890,2016,jeep,grand cherokee,2018-10-29,44,excellent,6.0,gas,19424,automatic,SUV,white,1.0,8
51342,40990,2016,ram,1500,2019-03-17,23,excellent,8.0,diesel,107930,automatic,truck,white,1.0,8
51344,28990,2018,ford,f-150,2018-11-23,31,excellent,8.0,gas,10622,automatic,truck,grey,1.0,6
51354,6999,2009,nissan,murano,2019-03-01,18,excellent,6.0,gas,120197,automatic,SUV,other,1.0,15
51356,28500,2015,jeep,wrangler unlimited,2018-09-07,56,like new,6.0,gas,36000,automatic,SUV,grey,1.0,9
51361,8500,2008,cadillac,escalade,2019-04-09,43,excellent,8.0,gas,200538,automatic,SUV,other,1.0,16
51363,2900,1997,toyota,4runner,2019-03-02,74,good,6.0,gas,200000,automatic,SUV,white,1.0,27
51365,11990,2014,jeep,grand cherokee,2018-10-13,12,excellent,6.0,gas,79925,automatic,SUV,grey,1.0,10
51371,9900,2008,toyota,tacoma,2018-08-29,21,good,4.0,gas,181645,manual,truck,white,1.0,16
51372,11900,2007,ford,f-150,2019-01-20,58,excellent,8.0,gas,73000,automatic,truck,custom,1.0,17
51376,27890,2018,ram,1500,2018-05-06,39,excellent,8.0,gas,9446,automatic,truck,other,1.0,6
51380,5800,2009,nissan,murano,2018-10-01,20,good,6.0,gas,108000,automatic,SUV,silver,1.0,15
51381,5600,2003,chevrolet,silverado,2018-06-16,22,excellent,6.0,gas,138000,automatic,pickup,other,1.0,21
51386,6995,2003,ram,1500,2019-02-28,49,good,8.0,gas,147257,automatic,truck,custom,1.0,21
51387,6500,2007,chevrolet,tahoe,2018-05-22,31,good,8.0,gas,217834,automatic,SUV,white,1.0,17
51389,3495,2005,ford,escape,2019-01-08,10,good,4.0,gas,112889,automatic,wagon,green,1.0,19
51390,2995,2005,ford,expedition,2019-03-17,42,good,8.0,gas,178774,automatic,wagon,silver,1.0,19
51391,20995,2016,ram,1500,2018-10-17,46,good,8.0,gas,77473,automatic,truck,other,1.0,8
51392,18999,2014,ford,f-150,2018-10-27,19,good,8.0,gas,128204,automatic,truck,blue,1.0,10
51395,25999,2014,ford,f-150,2018-09-14,41,good,6.0,gas,102485,automatic,truck,black,1.0,10
51398,10500,2009,toyota,highlander,2019-03-23,41,good,6.0,gas,132867,automatic,SUV,other,1.0,15
51403,19350,2013,ford,f-150,2018-08-23,50,excellent,8.0,gas,76474,automatic,truck,white,1.0,11
51407,5495,2006,jeep,liberty,2018-12-24,106,good,6.0,gas,108388,automatic,wagon,white,1.0,18
51414,8995,2007,ram,1500,2018-08-25,36,good,8.0,gas,142142,automatic,truck,black,1.0,17
51415,21897,2015,chevrolet,silverado 1500,2019-04-11,13,excellent,8.0,gas,153911,automatic,truck,red,1.0,9
51416,5490,2005,honda,pilot,2018-10-14,93,good,6.0,gas,190333,automatic,SUV,silver,1.0,19
51419,19900,2013,ford,f-150,2018-06-02,30,good,6.0,gas,43855,automatic,truck,black,1.0,11
51421,16999,2007,ford,f-250,2019-03-29,54,good,8.0,diesel,156600,automatic,truck,blue,1.0,17
51422,9995,2012,chevrolet,equinox,2018-05-30,17,excellent,4.0,gas,93405,automatic,SUV,red,1.0,12
51425,8495,2006,ford,f-150,2018-09-23,28,good,8.0,gas,96926,automatic,truck,other,1.0,18
51426,8500,2006,dodge,dakota,2018-12-02,14,good,8.0,gas,80426,automatic,pickup,grey,1.0,18
51427,13800,2015,ram,1500,2019-02-09,32,excellent,8.0,gas,190880,automatic,truck,white,1.0,9
51432,8500,2001,gmc,sierra 1500,2018-07-21,99,excellent,8.0,gas,186000,automatic,truck,orange,1.0,23
51440,7250,2009,ford,expedition,2018-07-27,20,excellent,8.0,gas,101000,automatic,SUV,other,1.0,15
51441,25999,2014,toyota,tacoma,2018-07-07,56,good,6.0,gas,88307,other,truck,white,1.0,10
51443,6995,2005,chevrolet,silverado 1500,2018-10-26,62,excellent,8.0,gas,170633,automatic,sedan,black,1.0,19
51444,2900,2008,chevrolet,colorado,2019-04-17,68,good,5.0,gas,200000,automatic,pickup,black,1.0,16
